Date,Month,DayOfMonth,Time,ActivePower,GearboxBearingTemperature,GeneratorWinding1Temperature,MainBoxTemperature,WindSpeed,TurbineStatus,date,HourOfDay,TimeOfHour,TimeFromStart
2019-10-22 03:30:00+00:00,10,22,0.15,-5.362092495,47.00137157,39.77819111,36.43788257,1.927847274,172,2019/10/22 3:30,3,3,61
2019-10-22 03:40:00+00:00,10,22,0.15,-5.449482256,47.001547,39.67694811,36.51563875,1.815683267,69,2019/10/22 3:40,3,4,62
2019-10-22 03:50:00+00:00,10,22,0.16,-5.288512806,46.81749567,39.58684256,36.64314867,1.672277733,342,2019/10/22 3:50,3,5,63
2019-10-22 04:00:00+00:00,10,22,0.17,-5.720474705,46.729933,39.50133856,36.7421875,1.71671492,324,2019/10/22 4:00,4,0,64
2019-10-22 04:10:00+00:00,10,22,0.17,-5.625121289,46.68820925,39.42555722,36.83728175,1.655144378,427,2019/10/22 4:10,4,1,65
2019-10-22 04:20:00+00:00,10,22,0.18,-5.123386844,46.56342356,39.33888633,37.00716156,1.684599911,4755,2019/10/22 4:20,4,2,66
2019-10-22 04:30:00+00:00,10,22,0.19,-5.652239844,46.3499832,39.2596923,37.05525667,2.530733228,8192,2019/10/22 4:30,4,3,67
2019-10-22 04:40:00+00:00,10,22,0.19,-5.732987847,46.1407755,39.17832125,36.98958333,2.891542,8192,2019/10/22 4:40,4,4,68
2019-10-22 04:50:00+00:00,10,22,0.2,-5.304576029,45.996466,39.107739,36.9562504,2.739588112,8192,2019/10/22 4:50,4,5,69
2019-10-22 05:00:00+00:00,10,22,0.21,-5.026818105,45.90920375,39.03134389,37.07695771,3.133852447,8192,2019/10/22 5:00,5,0,70
2019-10-22 05:10:00+00:00,10,22,0.22,-5.971522576,45.85325767,38.9535311,37.1640913,3.108311665,8192,2019/10/22 5:10,5,1,71
2019-10-22 05:20:00+00:00,10,22,0.22,-5.990608311,45.6902693,38.8751271,37.08333333,3.255710405,8192,2019/10/22 5:20,5,2,72
2019-10-22 05:30:00+00:00,10,22,0.23,-5.901292858,45.41988163,38.79641556,37.01502563,3.521836647,8192,2019/10/22 5:30,5,3,73
2019-10-22 05:40:00+00:00,10,22,0.24,-5.725574372,45.1718723,38.7232356,36.9382366,3.8937165,8192,2019/10/22 5:40,5,4,74
2019-10-22 05:50:00+00:00,10,22,0.24,-5.62101182,44.9263845,38.64328444,36.877404,3.66956981,8192,2019/10/22 5:50,5,5,75
2019-10-22 06:00:00+00:00,10,22,0.25,-5.162498367,44.74160829,38.58000275,36.875,3.727372033,8192,2019/10/22 6:00,6,0,76
2019-10-22 06:10:00+00:00,10,22,0.26,-5.128658132,44.51292567,38.5059429,36.8420453,3.632747184,8192,2019/10/22 6:10,6,1,77
2019-10-22 06:20:00+00:00,10,22,0.26,-5.158658978,44.31382313,38.43386767,36.8125,3.489705406,8192,2019/10/22 6:20,6,2,78
2019-10-22 06:30:00+00:00,10,22,0.27,-5.928144511,44.1568808,38.3609275,36.8125,3.073778863,8192,2019/10/22 6:30,6,3,79
2019-10-22 06:40:00+00:00,10,22,0.28,-6.371419022,44.004342,38.28789644,36.83343825,3.124972144,8192,2019/10/22 6:40,6,4,80
2019-10-22 06:50:00+00:00,10,22,0.28,-6.284143268,43.8998917,38.218118,36.8648792,3.079473532,8192,2019/10/22 6:50,6,5,81
2019-10-22 07:00:00+00:00,10,22,0.29,-6.440953683,43.80868444,38.149578,36.875,3.225233206,8192,2019/10/22 7:00,7,0,82
2019-10-22 07:10:00+00:00,10,22,0.3,-6.570530084,43.73872563,38.07920267,36.875,3.2839472,8192,2019/10/22 7:10,7,1,83
2019-10-22 07:20:00+00:00,10,22,0.31,-6.499957494,43.6412807,38.0163433,36.875,3.20970545,8192,2019/10/22 7:20,7,2,84
2019-10-22 07:30:00+00:00,10,22,0.31,-6.551697589,43.57900743,37.944439,36.85970257,3.351126189,8192,2019/10/22 7:30,7,3,85
2019-10-22 07:40:00+00:00,10,22,0.32,-4.980608228,43.47839233,37.89043256,36.82794889,3.246855411,8192,2019/10/22 7:40,7,4,86
2019-10-22 07:50:00+00:00,10,22,0.33,-3.100659622,43.13630138,37.82717189,36.8125,3.161716522,8192,2019/10/22 7:50,7,5,87
2019-10-22 08:00:00+00:00,10,22,0.33,-6.663408532,42.8001008,37.7623656,36.79166667,3.097157747,,2019/10/22 8:00,8,0,88
2019-10-22 08:10:00+00:00,10,22,0.34,-6.794333185,42.4465055,37.69522389,36.71279313,3.34333482,8192,2019/10/22 8:10,8,1,89
2019-10-22 08:20:00+00:00,10,22,0.35,-6.665248611,42.0955467,37.621769,36.618222,3.219116494,8192,2019/10/22 8:20,8,2,90
2019-10-22 08:30:00+00:00,10,22,0.35,-6.696147484,41.72395838,37.54603978,36.53780938,2.977329875,8192,2019/10/22 8:30,8,3,91
2019-10-22 08:40:00+00:00,10,22,0.36,-6.611279753,41.40074133,37.46279022,36.469691,3.498393947,8192,2019/10/22 8:40,8,4,92
2019-10-22 08:50:00+00:00,10,22,0.37,-3.907583988,41.20897067,37.412743,36.4375,3.2715998,8192,2019/10/22 8:50,8,5,93
2019-10-22 09:00:00+00:00,10,22,0.38,,,,,,,2019/10/22 9:00,9,0,94
2019-10-22 09:10:00+00:00,10,22,0.38,,,,,,,2019/10/22 9:10,9,1,95
2019-10-22 09:20:00+00:00,10,22,0.39,,,,,,,2019/10/22 9:20,9,2,96
2019-10-22 09:30:00+00:00,10,22,0.4,,,,,,,2019/10/22 9:30,9,3,97
2019-10-22 09:40:00+00:00,10,22,0.4,-2.069742833,,0,,0.9,8192,2019/10/22 9:40,9,4,98
2019-10-22 09:50:00+00:00,10,22,0.41,-2.485631617,0,0,36.375,1.502783333,8192,2019/10/22 9:50,9,5,99
2019-10-22 10:00:00+00:00,10,22,0.42,-7.013106137,39.952002,36.8376691,36.375,3.0755788,8192,2019/10/22 10:00,10,0,100
2019-10-22 10:10:00+00:00,10,22,0.42,-7.424506742,39.94980275,36.76292022,36.375,2.898131416,8192,2019/10/22 10:10,10,1,101
2019-10-22 10:20:00+00:00,10,22,0.43,-7.538369156,40.05113722,36.6946771,36.375,3.174273516,8192,2019/10/22 10:20,10,2,102
2019-10-22 10:30:00+00:00,10,22,0.44,-5.20876,40.2093747,36.630048,36.3779671,2.937619845,8192,2019/10/22 10:30,10,3,103
2019-10-22 10:40:00+00:00,10,22,0.44,-5.22278635,40.32551395,36.5631714,36.39437795,2.625461,8192,2019/10/22 10:40,10,4,104
2019-10-22 10:50:00+00:00,10,22,0.45,-5.384955872,40.3655654,36.49290585,36.4374996,2.633849867,8192,2019/10/22 10:50,10,5,105
2019-10-22 11:00:00+00:00,10,22,0.46,-5.325380239,40.36700654,36.43203021,36.41628215,2.783760978,8192,2019/10/22 11:00,11,0,106
2019-10-22 11:10:00+00:00,10,22,0.47,-6.1449918,40.48573075,36.36626944,36.380513,2.326783178,8192,2019/10/22 11:10,11,1,107
2019-10-22 11:20:00+00:00,10,22,0.47,-6.375081589,40.6761589,36.3099485,36.375,2.506094653,8192,2019/10/22 11:20,11,2,108
2019-10-22 11:30:00+00:00,10,22,0.48,-6.062295563,40.685918,36.24910688,36.375,2.309105158,8192,2019/10/22 11:30,11,3,109
2019-10-22 11:40:00+00:00,10,22,0.49,-5.732824006,40.63705211,36.1874835,36.45818111,2.52009435,8192,2019/10/22 11:40,11,4,110
2019-10-22 11:50:00+00:00,10,22,0.49,-6.535029832,40.6897923,36.1234173,36.58749,2.515442016,8192,2019/10/22 11:50,11,5,111
2019-10-22 12:00:00+00:00,10,22,0.5,-5.359936567,40.7459295,36.06717744,36.68540375,2.622349872,8192,2019/10/22 12:00,12,0,112
2019-10-22 12:10:00+00:00,10,22,0.51,-5.489920658,40.6578176,36.0048352,36.63125,2.997289358,8192,2019/10/22 12:10,12,1,113
2019-10-22 12:20:00+00:00,10,22,0.51,-5.334296347,40.5611095,35.94821444,36.56589338,3.212257768,8192,2019/10/22 12:20,12,2,114
2019-10-22 12:30:00+00:00,10,22,0.52,-5.274229818,40.43480863,35.8894608,36.5078125,3.2718587,8192,2019/10/22 12:30,12,3,115
2019-10-22 12:40:00+00:00,10,22,0.53,-5.686420816,40.50245733,35.82893511,36.17999011,3.227705126,1026,2019/10/22 12:40,12,4,116
2019-10-22 12:50:00+00:00,10,22,0.53,-5.597378413,40.7810179,35.71681742,36.10625,3.145599807,2,2019/10/22 12:50,12,5,117
2019-10-22 13:00:00+00:00,10,22,0.54,-5.898242442,40.95284736,35.62644947,36.18150743,3.1357209,2,2019/10/22 13:00,13,0,118
2019-10-22 13:10:00+00:00,10,22,0.55,13.90882508,41.46820363,35.48702444,36.26727725,3.522111641,2,2019/10/22 13:10,13,1,119
2019-10-22 13:20:00+00:00,10,22,0.56,59.91793153,45.6308481,37.5526597,34.631125,3.62081988,2,2019/10/22 13:20,13,2,120
2019-10-22 13:30:00+00:00,10,22,0.56,38.25595644,47.30984738,40.983578,33.4375,3.495449856,2,2019/10/22 13:30,13,3,121
2019-10-22 13:40:00+00:00,10,22,0.57,28.67489941,48.3488724,43.9365205,32.9581287,3.46638315,2,2019/10/22 13:40,13,4,122
2019-10-22 13:50:00+00:00,10,22,0.58,-2.660233458,48.95504712,46.62306533,32.828125,3.285352442,2,2019/10/22 13:50,13,5,123
2019-10-22 14:00:00+00:00,10,22,0.58,-6.500272363,48.42713878,48.38853311,33.11773222,2.760224894,2,2019/10/22 14:00,14,0,124
2019-10-22 14:10:00+00:00,10,22,0.59,-5.7081145,46.90411125,48.22607444,34.26540613,3.21705483,2,2019/10/22 14:10,14,1,125
2019-10-22 14:20:00+00:00,10,22,0.6,-5.6289956,46.4776165,47.78028471,34.71868667,2.968624894,2,2019/10/22 14:20,14,2,126
2019-10-22 14:30:00+00:00,10,22,0.6,,,,,,,2019/10/22 14:30,14,3,127
2019-10-22 14:40:00+00:00,10,22,0.61,,,,,,,2019/10/22 14:40,14,4,128
2019-10-22 14:50:00+00:00,10,22,0.62,,,,,,,2019/10/22 14:50,14,5,129
2019-10-22 15:00:00+00:00,10,22,0.63,,,,,,,2019/10/22 15:00,15,0,130
2019-10-22 15:10:00+00:00,10,22,0.63,-6.0551902,46.026836,48.338886,35.532562,1.71534995,512,2019/10/22 15:10,15,1,131
2019-10-22 15:20:00+00:00,10,22,0.64,-4.771533,45.792805,48.243465,35.6875,1.49574995,257,2019/10/22 15:20,15,2,132
2019-10-22 15:30:00+00:00,10,22,0.65,-4.736883033,45.584974,48.093369,35.875,1.710599967,,2019/10/22 15:30,15,3,133
2019-10-22 15:40:00+00:00,10,22,0.65,,,,,,,2019/10/22 15:40,15,4,134
2019-10-22 15:50:00+00:00,10,22,0.66,-4.69022465,,,,2.0028499,1,2019/10/22 15:50,15,5,135
2019-10-22 16:00:00+00:00,10,22,0.67,,,,,,,2019/10/22 16:00,16,0,136
2019-10-22 16:10:00+00:00,10,22,0.67,,,,,,,2019/10/22 16:10,16,1,137
2019-10-22 16:20:00+00:00,10,22,0.68,,,,,,,2019/10/22 16:20,16,2,138
2019-10-22 16:30:00+00:00,10,22,0.69,,,,,,,2019/10/22 16:30,16,3,139
2019-10-22 16:40:00+00:00,10,22,0.69,,,,,,,2019/10/22 16:40,16,4,140
2019-10-22 16:50:00+00:00,10,22,0.7,,,,,,,2019/10/22 16:50,16,5,141
2019-10-22 17:00:00+00:00,10,22,0.71,,,,,,,2019/10/22 17:00,17,0,142
2019-10-22 17:10:00+00:00,10,22,0.72,,,,,,,2019/10/22 17:10,17,1,143
2019-10-22 17:20:00+00:00,10,22,0.72,-5.017125,44.08586767,45.95289,37.54166667,1.3616999,16384,2019/10/22 17:20,17,2,144
2019-10-22 17:30:00+00:00,10,22,0.73,,,,,,,2019/10/22 17:30,17,3,145
2019-10-22 17:40:00+00:00,10,22,0.74,-4.957605,44.102575,45.731759,37.18967,2.5649998,16384,2019/10/22 17:40,17,4,146
2019-10-22 17:50:00+00:00,10,22,0.74,,,,,,,2019/10/22 17:50,17,5,147
2019-10-22 18:00:00+00:00,10,22,0.75,,,,,,,2019/10/22 18:00,18,0,148
2019-10-22 18:10:00+00:00,10,22,0.76,,,,,,,2019/10/22 18:10,18,1,149
2019-10-22 18:20:00+00:00,10,22,0.76,,,,,,,2019/10/22 18:20,18,2,150
2019-10-22 18:30:00+00:00,10,22,0.77,,,,,,,2019/10/22 18:30,18,3,151
2019-10-22 18:40:00+00:00,10,22,0.78,,,,,,,2019/10/22 18:40,18,4,152
2019-10-22 18:50:00+00:00,10,22,0.78,,,,,,,2019/10/22 18:50,18,5,153
2019-10-22 19:00:00+00:00,10,22,0.79,,,,,,,2019/10/22 19:00,19,0,154
2019-10-22 19:10:00+00:00,10,22,0.8,,44.303967,43.269005,37.065086,,,2019/10/22 19:10,19,1,155
2019-10-22 19:20:00+00:00,10,22,0.81,,,,,,,2019/10/22 19:20,19,2,156
2019-10-22 19:30:00+00:00,10,22,0.81,,,,,,,2019/10/22 19:30,19,3,157
2019-10-22 19:40:00+00:00,10,22,0.82,,,,,,,2019/10/22 19:40,19,4,158
2019-10-22 19:50:00+00:00,10,22,0.83,,,,,,,2019/10/22 19:50,19,5,159
2019-10-22 20:00:00+00:00,10,22,0.83,,,,,,,2019/10/22 20:00,20,0,160
2019-10-22 20:10:00+00:00,10,22,0.84,,,,,,,2019/10/22 20:10,20,1,161
2019-10-22 20:20:00+00:00,10,22,0.85,,,,,,,2019/10/22 20:20,20,2,162
2019-10-22 20:30:00+00:00,10,22,0.85,,,,,,,2019/10/22 20:30,20,3,163
2019-10-22 20:40:00+00:00,10,22,0.86,,,,,,,2019/10/22 20:40,20,4,164
2019-10-22 20:50:00+00:00,10,22,0.87,,,,,,,2019/10/22 20:50,20,5,165
2019-10-22 21:00:00+00:00,10,22,0.88,,,,,,,2019/10/22 21:00,21,0,166
2019-10-22 21:10:00+00:00,10,22,0.88,,,,,,,2019/10/22 21:10,21,1,167
2019-10-22 21:20:00+00:00,10,22,0.89,,,,,,,2019/10/22 21:20,21,2,168
2019-10-22 21:30:00+00:00,10,22,0.9,,,,,,,2019/10/22 21:30,21,3,169
2019-10-22 21:40:00+00:00,10,22,0.9,,,,,,,2019/10/22 21:40,21,4,170
2019-10-22 21:50:00+00:00,10,22,0.91,,,,,,,2019/10/22 21:50,21,5,171
2019-10-22 22:00:00+00:00,10,22,0.92,176.01941,,,,4.6636996,2,2019/10/22 22:00,22,0,172
2019-10-22 22:10:00+00:00,10,22,0.92,131.95012,,,,4.4438,2,2019/10/22 22:10,22,1,173
2019-10-22 22:20:00+00:00,10,22,0.93,,,,,,,2019/10/22 22:20,22,2,174
2019-10-22 22:30:00+00:00,10,22,0.94,,,,,,,2019/10/22 22:30,22,3,175
2019-10-22 22:40:00+00:00,10,22,0.94,,,,,,,2019/10/22 22:40,22,4,176
2019-10-22 22:50:00+00:00,10,22,0.95,,,,,,,2019/10/22 22:50,22,5,177
2019-10-22 23:00:00+00:00,10,22,0.96,,,,,,,2019/10/22 23:00,23,0,178
2019-10-22 23:10:00+00:00,10,22,0.97,,,,,,,2019/10/22 23:10,23,1,179
2019-10-22 23:20:00+00:00,10,22,0.97,,,,,,,2019/10/22 23:20,23,2,180
2019-10-22 23:30:00+00:00,10,22,0.98,,,,,,,2019/10/22 23:30,23,3,181
2019-10-22 23:40:00+00:00,10,22,0.99,,,,,,,2019/10/22 23:40,23,4,182
2019-10-22 23:50:00+00:00,10,22,0.99,,,,,,,2019/10/22 23:50,23,5,183
2019-10-23 00:00:00+00:00,10,23,0,,,,,,,2019/10/23 0:00,0,0,184
2019-10-23 00:10:00+00:00,10,23,0.01,,,,,,,2019/10/23 0:10,0,1,185
2019-10-23 00:20:00+00:00,10,23,0.01,,,,,,,2019/10/23 0:20,0,2,186
2019-10-23 00:30:00+00:00,10,23,0.02,,,,,,,2019/10/23 0:30,0,3,187
2019-10-23 00:40:00+00:00,10,23,0.03,,,,,,,2019/10/23 0:40,0,4,188
2019-10-23 00:50:00+00:00,10,23,0.03,,,,,,,2019/10/23 0:50,0,5,189
2019-10-23 01:00:00+00:00,10,23,0.04,,,,,,,2019/10/23 1:00,1,0,190
2019-10-23 01:10:00+00:00,10,23,0.05,,,,,,,2019/10/23 1:10,1,1,191
2019-10-23 01:20:00+00:00,10,23,0.06,,,,,,,2019/10/23 1:20,1,2,192
2019-10-23 01:30:00+00:00,10,23,0.06,,,,,,,2019/10/23 1:30,1,3,193
2019-10-23 01:40:00+00:00,10,23,0.07,,,,,,,2019/10/23 1:40,1,4,194
2019-10-23 01:50:00+00:00,10,23,0.08,,,,,,,2019/10/23 1:50,1,5,195
2019-10-23 02:00:00+00:00,10,23,0.08,,,,,,,2019/10/23 2:00,2,0,196
2019-10-23 02:10:00+00:00,10,23,0.09,,,,,,,2019/10/23 2:10,2,1,197
2019-10-23 02:20:00+00:00,10,23,0.1,,,,,,,2019/10/23 2:20,2,2,198
2019-10-23 02:30:00+00:00,10,23,0.1,,,,,,,2019/10/23 2:30,2,3,199
2019-10-23 02:40:00+00:00,10,23,0.11,,,,,,,2019/10/23 2:40,2,4,200
2019-10-23 02:50:00+00:00,10,23,0.12,,,,,,,2019/10/23 2:50,2,5,201
2019-10-23 03:00:00+00:00,10,23,0.13,,,,,,,2019/10/23 3:00,3,0,202
2019-10-23 03:10:00+00:00,10,23,0.13,,,,,,,2019/10/23 3:10,3,1,203
2019-10-23 03:20:00+00:00,10,23,0.14,,,,,,,2019/10/23 3:20,3,2,204
2019-10-23 03:30:00+00:00,10,23,0.15,,,,,,,2019/10/23 3:30,3,3,205
2019-10-23 03:40:00+00:00,10,23,0.15,,,,,,,2019/10/23 3:40,3,4,206
2019-10-23 03:50:00+00:00,10,23,0.16,,,,,,,2019/10/23 3:50,3,5,207
2019-10-23 04:00:00+00:00,10,23,0.17,,,,,,,2019/10/23 4:00,4,0,208
2019-10-23 04:10:00+00:00,10,23,0.17,,,,,,,2019/10/23 4:10,4,1,209
2019-10-23 04:20:00+00:00,10,23,0.18,,,,,,,2019/10/23 4:20,4,2,210
2019-10-23 04:30:00+00:00,10,23,0.19,,,,,,,2019/10/23 4:30,4,3,211
2019-10-23 04:40:00+00:00,10,23,0.19,,,,,,,2019/10/23 4:40,4,4,212
2019-10-23 04:50:00+00:00,10,23,0.2,,,,,,,2019/10/23 4:50,4,5,213
2019-10-23 05:00:00+00:00,10,23,0.21,,,,,,,2019/10/23 5:00,5,0,214
2019-10-23 05:10:00+00:00,10,23,0.22,,,,,,,2019/10/23 5:10,5,1,215
